hotel_name,rating,description,address,url,city,latitude,longitude
Thalacap Camargue,7.7,"Thalacap Camargue faces the beach in Saintes-Maries-de-la-Mer, 5 minutes' walk from the city centre. You will enjoy a seasonal outdoor seawater swimming pool as well as an indoor swimming pool, sauna and hammam all year round at no additional cost

All of the rooms at Thalacap Camargue have a flat-screen TV and free WiFi access and air conditioning.

The restaurant serves Mediterranean-style meals. Weather permitting, meals can be enjoyed on the terrace with a panoramic view of the sea.

In addition to the other relaxation facilities, guests have direct access to a Thalassotherapy centre, which provides a number of health and beauty treatments for an additional charge.

Arles is 37 km away. private parking is available on site for 10€/night.","Avenue du Dr Cambon, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/thalacap-camargue.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.45349134476366,4.435451030731201
Hotel Le Bleu Marine,7.5,"Bleu Marine is just 150 metres from Mediterranean beaches and 300 metres from the centre of Saintes-Maries-de-la-Mer village. It features a fenced, outdoor swimming pool with sun loungers and free Wi-Fi.

Several rooms at Hotel Le Bleu Marine have a balcony with pool view. Each room is equipped with a flat-screen TV and a private bathroom.

The buffet breakfast is served every morning. Many shops and restaurants are less than 10 minutes’ walk from the hotel. Hot and cold drinks are available upon request.

There is a thalassotherapy centre just 100 metres from the hotel's door.

Hotel Le Bleu Marine is 40 km from Arles and 60 km from Montpellier. Free parking is available on site.","15, Avenue du Docteur Cambon, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/le-bleu-marine.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.45463817799243,4.433201998472214
Hotel Les Palmiers En Camargue,8.3,"Situated 100 metres from sandy beaches and 200 metres from Eglise des Stes Maries in Saintes-Maries-de-la-Mer, Hotel Les Palmiers En Camargue features free WiFi access.

A flat-screen TV with satellite channels is provided. A terrace or balcony are featured in certain rooms.

A buffet breakfast with both sweet and savoury options is served at the property.

You can engage in various activities, such as horse riding, windsurfing and cycling.

Montpellier - Mediterranee Airport is 53 km from the property. Public parking is available 50 metres away at no extra cost while private garage parking is available upon request for an extra charge.","16 Rue Alphonse Daudet, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/les-palmiers-en-camargue.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApDw5NEGwAIB0gIkOGNiZmEyMzktMmM1OC00MjIyLThiZWMtMDhhZDNiODFjMGEz2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782134801&srpvid=da2e5e887d0007fb&type=total&ucfs=1&,Saintes Maries De La Mer,43.45106617843045,4.4250936806201935
2VAD13 Studio proche centre-ville,8.0,"2VAD13 Studio proche centre-ville in Collioure offers a spacious living room with a sofa bed and a dining area. The ground-floor unit features a terrace with garden views, perfect for relaxation.","Résidence Vallée du Douy Chemin de San Jaume 17, 66190 Collioure, France",https://www.booking.com/hotel/fr/vallee-douy-2valdo232.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9jb2xsaW91cmVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Aojy5NEGwAIB0gIkZDE2YzE4NjgtYzY4OS00OTI0LTk0NDItMTk4YWI1NTRkOTdi2AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=25&hpos=25&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135050&srpvid=a9d55f04708c06f8&type=total&ucfs=1&,Collioure,42.5196399140215,3.07425141334534
LE SEPT charmant studio aux portes des calanques,9.9,"LE SEPT charmant studio aux portes des calanques in Cassis offers a 3-star apartment with one bedroom and a bathroom. Guests enjoy a swimming pool with a view, sun terrace, and a lush garden. Free WiFi is available throughout the property.","7 Avenue des Carriers, 13260 Cassis, France",https://www.booking.com/hotel/fr/le-sept-charmant-studio-aux-portes-des-calanques.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=25&hpos=25&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2175997,5.53235
HOTEL DES CALANQUES Port de Cassis,6.7,"Hotel Des Calanques Port de Cassis in Cassis offers air-conditioned rooms with private bathrooms, showers, and TVs. Each room includes a work desk and sea views.","8 Rue de l'Arène, 13260 Cassis, France",https://www.booking.com/hotel/fr/des-calanques.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=24&hpos=24&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.213611,5.539561
Nistoun par Dodo à Cassis,9.3,"Nistoun par Dodo à Cassis in Cassis offers a one-bedroom apartment with a living room. The property includes a fully equipped kitchen, washing machine, and free WiFi.","2 ème étage 1 Rue Dr Séverin Icard, 13260 Cassis, France",https://www.booking.com/hotel/fr/manjot-par-dodo-a-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=23&hpos=23&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2144845,5.5388473
"Le Cézanne, 200m plage, grand balcon ,Wifi,",8.2,Le Cézanne in Cassis offers direct beachfront access and a sun terrace. Anse de Corton Beach is an 8-minute walk away.,"5 Avenue du Professeur René Leriche, 13260 Cassis, France",https://www.booking.com/hotel/fr/le-cezanne-200m-plage-wifi-parking.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=22&hpos=22&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.214389798484,5.543119836052
"""Côté Charlemagne"" Centre-ville Garage Piscine Terrasse",9.6,"Côté Charlemagne in Cassis offers a swimming pool with a view, terrace, and free WiFi. Guests can relax in the solarium and enjoy garden, pool, and mountain views.","Résidence Le Club, 13 avenue Jules Ferry, 13260 Cassis, France",https://www.booking.com/hotel/fr/studio-le-club-cassis1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=21&hpos=21&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.217954737553136,5.538644125378385
"CASSIS CENTRE Magnifique Appartement à 2 mn de la plage et du Port, tous les commerces à proximité idéalement placé",8.7,"CASSIS CENTRE Magnifique Appartement à 2 mn de la plage et du Port, situated in Cassis, offers beachfront access and proximity to Grande Mer, a five-minute walk away. Nearby attractions include Orange Velodrome Stadium (19 km) and Marseille Provence Airport (46 km).","16 Rue de l'Arène, 13260 Cassis, France",https://www.booking.com/hotel/fr/cassis-t2-dans-le-centre-ville.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=20&hpos=20&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.21372233223613,5.540549206745924
Appartement centre du village,9.0,"Appartement centre du village in Cassis offers a one-bedroom apartment with a balcony, washing machine, kitchen, and TV. The living room provides a relaxing space.","16 Rue de l'Arène, 13260 Cassis, France",https://www.booking.com/hotel/fr/appartement-centre-du-village-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=19&hpos=19&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2136781,5.5405653
La douceur de Cassis,9.3,"La douceur de Cassis in Cassis offers a sun terrace and free WiFi. Guests enjoy sea views, air-conditioning, and a balcony. The apartment includes a washing machine, kitchen with modern appliances, and a dining area.","16 Avenue du Picouveau, 13260 Cassis, France",https://www.booking.com/hotel/fr/la-douceur-de-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=18&hpos=18&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.215009,5.530956
Les Jardins de Cassis - Parking Gratuit & Piscine Chauffée,8.0,"Set in a Mediterranean-style garden with an outdoor heated swimming pool, and featuring a relaxation area with a hot tub and sauna, this hotel is a 10-minute walk from the centre of Cassis and La Grande Mer Beach. It is located 30 minutes from Marseille and offers free WiFi and 2 free secure car parks.

The air-conditioned guest rooms at Les Jardins de Cassis are equipped with a flat-screen TV with satellite channels. All rooms have a private bathroom with a shower and hairdryer and some feature a balcony or a terrace.

A continental buffet breakfast is served each morning in the breakfast room or on the terrace by the pool. Les Jardins de Cassis also features a 24-hour bar, which is situated by the pool and offers a terrace.

During their stay, guests are invited to play sports on the multipurpose sports field.

Cassis Train Station is located 1.9 km from the hotel. Circuit Paul Ricard is 35 minutes' drive away.","197 Avenue Auguste Favier, 13260 Cassis, France",https://www.booking.com/hotel/fr/les-jardins-de-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=17&hpos=17&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.221840494518375,5.543384896958969
L'appartement du plongeur,,L'appartement du plongeur in Cassis offers a spacious apartment with two bedrooms and a bathroom. The terrace and balcony provide ample outdoor space.,"1er étage 19 Bd Jean Jaurès, 13260 Cassis, France",https://www.booking.com/hotel/fr/appartement-du-plongeur.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2161462443609,5.53503030661339
Best Western Hotel & SPA Coeur De Cassis,8.6,"The Best Western Hotel & SPA Cœur de Cassis welcomes you in the heart of downtown Cassis, in the center of the village, just 200 meters from the port and 300 meters from the beach. It is the ideal starting point for discovering the magnificent Calanques National Park. After a day of exploration, treat yourself to a moment of relaxation in our SPA (access by reservation, not permitted for children under 14), equipped with a jacuzzi, hammam, sauna and sensory shower. Massages are also available by reservation. The establishment, equipped with an elevator, is fully accessible to guests with reduced mobility. All rooms feature air conditioning, free Wi-Fi access, a television and a minibar. You can enjoy a private bathroom equipped with toiletries and a hairdryer. Comfort, Superior rooms as well as Suites also feature a Nespresso coffee machine. A continental buffet breakfast is served every morning in the dining room or on the sunny terrace. The reception, open 24 hours a day, warmly welcomes you and remains at your disposal to advise you and make your stay as pleasant as possible.","2, rue Pierre Eydin, 13260 Cassis, France",https://www.booking.com/hotel/fr/du-grand-jardin.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.21457326278473,5.540146976709366
L'appart Cassis,9.1,"L'appart Cassis in Cassis offers a terrace with city views and a private entrance. The apartment features air-conditioning, a fully equipped kitchen, and a private bathroom.","17 Avenue Victor Hugo, 13260 Cassis, France",https://www.booking.com/hotel/fr/appart-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.214378,5.5387926
Au son des Cigales,9.0,"Au son des Cigales in Cassis offers a 1-star apartment with one bedroom and one bathroom. The property features a fully equipped kitchen, washing machine, and free WiFi.","étage 2 16 Avenue du Picouveau, 13260 Cassis, France",https://www.booking.com/hotel/fr/au-son-des-cigales-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.215086781027,5.530949017791
HPC Suites - Cassis Centre - Parking Securisé et Piscine Chauffée,9.1,"HPC Suites - Cassis Centre in Cassis offers family rooms with private bathrooms, air-conditioning, and free WiFi. Each room includes a private pool, balcony, and sea views.","10 Avenue Augustin Isnard, 13260 Cassis, France",https://www.booking.com/hotel/fr/hpc-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2169052,5.54144610000003
La Cassidaine,9.4,"La Cassidaine in Cassis offers a 3-star apartment with one bedroom and a living room. The terrace provides mountain views, while free WiFi ensures connectivity.","13 Rue de la Ciotat, 13260 Cassis, France",https://www.booking.com/hotel/fr/cassidaine.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2151861,5.54066280000006
Hotel de La Plage - Mahogany,9.0,"With views of the highest cliff in Europe and over the Mediterranean Sea, Hotel de La Plage - Mahogany is set on the beachfront in Cassis. located 30 metres away. Free WiFi is provided throughout the property.

The contemporary air-conditioned rooms at Hotel de La Plage - Mahogany are equipped a flat-screen TV and a safety deposit box. Each room has a private bathroom with a bath or shower, free toiletries and a hairdryer. Some rooms have a private terrace with a sea view.

There is a lounge bar and a sun deck facing the sea. A continental breakfast is available for an extra charge and includes pastries, fruit, meat, cheese.

Hotel de La Plage - Mahogany is just a 5-minute walk from the Port of Cassis and Marseille is 24 km away. The nearest airport is Marseille Marignane, 54.5 km away. Circuit Paul Ricard is 40 minutes&#39; drive away and Train station Gare St Charles is 32 km from the hotel. A private car park is available at a surcharge and upon availability.","19 Avenue De L'amiral Ganteaume, 13260 Cassis, France",https://www.booking.com/hotel/fr/de-la-plage-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.213349460527084,5.531262829899788
Best Western Plus Hôtel la Rade,8.8,"Best Western Plus Hôtel la Rade is located 14 metres from the Cassis fishing port and the Bestouan beach. It has an all year round heated swimming pool, a hot tub and terrace that overlooks the Mediterranean Sea.

All rooms at the Hôtel La Rade are soundproofed and equipped with a flat-screen TV with satellite channels. Each room has air conditioning and free Wi-Fi. The suites have a private bathroom with a view of the Cap Canaille.

Breakfast is served daily in the breakfast room with panoramic sea views. The Best Western Plus Hôtel la Rade also provides a bar and a 24-hour reception.

Nearby leisure activities include water sports at the beach, tennis and hiking expeditions through the Calanques rock valley. Cassis town centre is just a 5-minute walk away.

 Circuit Paul Ricard is 40 minutes' drive away.","1, avenue des Dardanelles, 13260 Cassis, France",https://www.booking.com/hotel/fr/la-rade-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.21522996680949,5.533696934580803
"The Originals Boutique, Hôtel Cassitel, Cassis",8.1,"The Originals Boutique, Hôtel Cassitel, Cassis is located opposite the Cassis fishing harbour, just a 2-minute walk from the beach and 40 minutes' drive from Circuit Paul Ricard. This hotel offers free WiFi access.

All rooms are air-conditioned and come with a private bathroom and a flat-screen TV.

A breakfast buffet is served daily at the The Originals Boutique, Hôtel Cassitel, Cassis and there is also a lounge area. The reception is open 24-hours a day and guests can ask for information regarding their stay in Cassis.

It is a 10-minute drive from the A50 motorway and 25 km from Marseille city centre.","Place Clémenceau, 13260 Cassis, France",https://www.booking.com/hotel/fr/interhotel-cassitel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.213706213836964,5.538958087563515
Seaview.Cassis,9.3,Seaview.Cassis in Cassis offers direct beachfront access and stunning sea views. Guests enjoy free WiFi in public areas and a balcony for relaxation.,"Residence la rade Avenue de l'Amiral Ganteaume, 13260 Cassis, France",https://www.booking.com/hotel/fr/seaview-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.2144315,5.5350757999999995
Appart Bianca T2 - Terrasse - Parking - Calme - 1mn de la mer,9.3,Appart Bianca T2 in Cassis offers direct beachfront access with stunning sea views. Guests can relax on the sun terrace or enjoy the outdoor seating area.,"40 Avenue Jean Jacques Garcin, 13260 Cassis, France",https://www.booking.com/hotel/fr/appart-bianca-t2-terrasse-parking-calme-1mn-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.207747,5.5221918
Villa Bobnell,9.4,Villa Bobnell in Cassis offers a spacious apartment with a garden and terrace. Free WiFi is available throughout the property.,"4 Impasse du 8 mai, 13260 Cassis, France",https://www.booking.com/hotel/fr/villa-bobnell.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao3y5NEGwAIB0gIkYjM1ZTY1ZGYtY2U4YS00ZDUyLWEyMjUtMTJhNDUxODUyMWU32AIB4AIB&sid=12a55688e1d2b6894e10ab33ddcb4a62&dist=0&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1782135056&srpvid=d1a65f065bbd0822&type=total&ucfs=1&,Cassis,43.22045190000001,5.536090800000011
